"Company Name","Business Name","Street Address",City,"State Abbreviation","Zip Code","Telephone Number","Line of Business",Latitude,Longitude,"Primary NAICS","Primary SIC","Sales Volume","Total Employees","Local Employees","Year Started"
"MARTINGALE INC.",,"1001 N YARNALLTON PIKE",LEXINGTON,KY,405119094,8592231559,"EATING PLACE",38.126185,-84.575087,722511,58120000,133698,4,4,2014
MASALA,,"3061 FIELDSTONE WAY STE 600",LEXINGTON,KY,405131771,8592240001,"EATING PLACE",38.014098,-84.557118,722511,58120107,49450,1,1,2006
"MASALA ON WHEELS LLC",,"3500 BEAVER PLACE RD APT 149",LEXINGTON,KY,405034369,,"EATING PLACE",37.980007,-84.537352,722511,58120107,262712,1,1,2023
"MATY'S AUTHENTIC PERUVIAN CUISINE LLC",,"2540 LANGSTANE LN",LEXINGTON,KY,405119132,,"EATING PLACE",38.105522,-84.508663,722511,58120000,65302,1,1,2021
"MEAL TKT, INC.","CULVER'S OF HAMBURG","2161 PAUL JONES WAY",LEXINGTON,KY,405092220,8592637777,"EATING PLACE",38.020666,-84.421601,722511,58120101,195555,8,8,2008
"MEDITERRANEAN LLC",,"393 WALLER AVE STE 16",LEXINGTON,KY,405042914,,"EATING PLACE",38.032036,-84.520113,722511,58120000,138358,1,1,2016
"MEI WAH RESTAURANT",,"4750 HARTLAND PKWY",LEXINGTON,KY,405151558,,"EATING PLACE",37.961597,-84.48022,722511,58120103,89404,6,6,2014
"MELBAS SOUL FOOD KITCHEN LLC",,"271 W SHORT ST STE 410",LEXINGTON,KY,405071213,,"EATING PLACE",38.04856,-84.49798,722511,58120000,277925,1,1,2025
"MELISSAS COTTAGE CAFE LLC",,"3913 WEBER WAY",LEXINGTON,KY,405141009,,"EATING PLACE",37.976157,-84.556925,722511,58129902,151039,9,9,2007
"METROPOL, LLC","FOX FIELD FARM","307 W SHORT ST",LEXINGTON,KY,405071203,,"EATING PLACE",38.048936,-84.498248,722511,58120500,38000,1,1,2000
"MI CASITA LLC",,"354 ETHEL DR",NICHOLASVILLE,KY,403569359,,"EATING PLACE",37.926385,-84.480672,722511,58120112,63220,1,1,2022
"MI GUSTO ES L.L.C.",,"826 E SEVENTH ST",LEXINGTON,KY,405053916,,"EATING PLACE",38.04392,-84.471109,722511,58120112,63220,1,1,2023
"MI IRIE MOM",,"2473 FORTUNE DR",LEXINGTON,KY,405094255,8595199980,"EATING PLACE",38.032778,-84.446699,722511,58120000,181426,7,7,2012
"MI MEXICO","MI MEXICO","3280 EAGLE VIEW LN",LEXINGTON,KY,405091851,8592632225,"EATING PLACE",38.000391,-84.444217,722511,58120112,0,0,2,
"MI MEXICO RESTAURANT INC",,"818 E NEW CIRCLE RD",LEXINGTON,KY,405052908,8592530690,"EATING PLACE",38.045144,-84.454734,722511,58120112,228413,6,6,1975
"MI PEQUENA HACIENDA",,"3501 LANSDOWNE DR",LEXINGTON,KY,405171401,8592454679,"EATING PLACE",37.98851,-84.515279,722511,58120112,485239,10,10,2007
"MI TAQUITO FELIZ LLC",,"260 LIVERPOOL RD",LEXINGTON,KY,405041318,,"EATING PLACE",38.05565,-84.544176,722511,58120112,277925,1,1,2024
MICHIKUSA,,"125 CODELL DR",LEXINGTON,KY,405091183,8593687706,"EATING PLACE",38.011584,-84.452114,722511,58120109,174842,1,1,2019
"MIDDLE FORK KITCHEN BAR",,"314 RICHMOND AVE",LEXINGTON,KY,405021443,8593099854,"EATING PLACE",38.036991,-84.475276,722511,58120101,111098,1,1,2015
"MIKU SUSHI INC",,"1176 LACY LN",LEXINGTON,KY,405131900,,"EATING PLACE",38.023696,-84.563059,722511,58120114,262712,1,1,2024
"MINT JULEP RESTAURANT MANAGEMENT GROUP, INC.","CHEDDAR'S CASUAL CAFE","866 MALABU DR",LEXINGTON,KY,405023404,,"EATING PLACE",37.992093,-84.495848,722511,58129902,541949,2,2,2009
"MINTON'S AT 760",,"3436 FEATHERSTON DR",LEXINGTON,KY,405151088,8599481874,"EATING PLACE",37.972952,-84.459702,722511,58129902,71848,3,3,2013
"MIX MASTERS LIMITED CO",,"2323 WOODHILL DR",LEXINGTON,KY,405091023,,"EATING PLACE",38.017812,-84.454693,722511,58120000,63220,1,1,2022
"MIYAKO EXPRESS LLC",,"867 S BROADWAY",LEXINGTON,KY,405042865,8599130889,"EATING PLACE",38.039716,-84.514812,722511,58120109,236912,1,1,2018
"MIYAKO EXPRESS LLC MIKYAKO POKE BOWL",,"2547 RICHMOND RD",LEXINGTON,KY,405091528,,"EATING PLACE",38.011676,-84.456793,722511,58120109,64295,1,1,2017
"MIYAKO HIBACHI EXPRESS LLC",,"2547 RICHMOND RD",LEXINGTON,KY,405091528,,"EATING PLACE",38.011676,-84.456793,722511,58120109,94909,1,1,2020
"MIYAKO RESTAURANT LLC",,"2547 RICHMOND RD",LEXINGTON,KY,405091528,8592680708,"EATING PLACE",38.011676,-84.456793,722511,58120109,901984,15,6,2002
"MIZAN EATERY L.L.C.",,"5620 ATHENS WALNUT HILL PIKE",LEXINGTON,KY,405159749,,"EATING PLACE",37.949913,-84.386759,722511,58120000,277925,1,1,2024
"MOSSOTTI HOSPITALITY LIMITED LIABILITY COMPANY",,"818 CINDY BLAIR WAY",LEXINGTON,KY,405033423,,"EATING PLACE",38.000075,-84.56514,722511,58120000,65074,5,5,2017
"MR KRABS & BEANS BBQ",,"417 GEORGETOWN ST",LEXINGTON,KY,405081130,8595547172,"EATING PLACE",38.060573,-84.501772,722511,58120801,136157,1,1,2019
"MR. KRABS & BEANS'S B.B.Q L.L.C.",,"2029 POLK LN",LEXINGTON,KY,405111180,,"EATING PLACE",38.084274,-84.51245,722511,58120801,62659,1,1,2019
"MR.TACOS N&B LLC",,"2304 CABOT DR",LEXINGTON,KY,405051806,,"EATING PLACE",38.086658,-84.45725,722511,58120112,262712,1,1,2023
"MUMBAI MASALA LLC",,"102 W HIGH ST",LEXINGTON,KY,405071826,8592709573,"EATING PLACE",38.045144,-84.49904,722511,58120107,128118,8,8,2016
"MVP KY CAFE INC.",,"3001 OLD FIELD WAY",LEXINGTON,KY,405131724,,"EATING PLACE",38.02168,-84.56267,722511,58129902,277925,1,1,2024
"MY-IVY'S CHICKEN AND WAFFLES, LLC",,"1381 SILVER SPRINGS DR",LEXINGTON,KY,405112319,,"EATING PLACE",38.083144,-84.483907,722511,58120000,63220,1,1,2022
"NASH'S SOUTHERN TABLE & BAR",,"286 SOUTHLAND DR",LEXINGTON,KY,405031932,8595545138,"EATING PLACE",38.014584,-84.522947,722511,58120801,138723,1,1,2019
"NEW GREAT WALL, INC.",,"2264 VALENCIA DR",LEXINGTON,KY,405130907,,"EATING PLACE",38.008272,-84.575729,722511,58120103,81164,1,1,2019
"NEW PEKING BISTRO LLC",,"3181 BEAUMONT CENTRE CIR STE 104",LEXINGTON,KY,405131836,8592238688,"EATING PLACE",38.021902,-84.559841,722511,58120103,270099,1,1,2020
"NIC & NORMAN'S LOUISVILLE LLC",,"135 W MAIN ST",LEXINGTON,KY,405071492,,"EATING PLACE",38.046974,-84.49721,722511,58120000,303612,1,1,2023
"NICAR MANAGEMENT, INC","GREAT STEAK & FRY","3401 NICHOLASVILLE RD STE FC1",LEXINGTON,KY,405033633,8592713833,"STEAK RESTAURANT",37.989977,-84.528411,722511,58120802,0,0,75,
"NICOLE & SABRINA LLC","MI MI'S SOUTHERN STYLE COOKING","126 E NEW CIRCLE RD",LEXINGTON,KY,405052115,8595230490,"EATING PLACE",38.063835,-84.469963,722511,58120000,36377,2,2,2015
"NON PUB SPRINT STORE",,"1869 PLAUDIT PL STE 120",LEXINGTON,KY,405092433,8592631787,"EATING PLACE DRINKING PLACE",38.017214,-84.418368,722511,58120000,68947,6,6,2005
"NORTH FORK FRESH MEX, LLC",,"2337 SIR BARTON WAY STE 105",LEXINGTON,KY,405092475,8595430096,"EATING PLACE",38.023599,-84.423796,722511,58120112,0,0,8,
"NORTH FORK FRESH MEX, LLC","QDOBA MEXICAN GRILL","3735 PALOMAR CENTRE DR",LEXINGTON,KY,405131147,8592190037,"EATING PLACE",38.004453,-84.571429,722511,58120112,0,0,24,
"NORTH FORK FRESH MEX, LLC",,"265 AVENUE OF CHAMPIONS",LEXINGTON,KY,405083089,8592816706,"EATING PLACE",38.038534,-84.499858,722511,58120112,0,0,10,
"NORTHYARD, LLC",,"101 W LOUDON AVE STE 218",LEXINGTON,KY,405082253,8594071242,"EATING PLACE",38.057926,-84.481358,722511,58120000,113046,1,1,2018
"NOT YOUR ORDINARY VEGAN, LLC","EMR PRODUCTIONS","135 BRADLEY LN",LEXINGTON,KY,405118761,,"EATING PLACE",38.09644,-84.566567,722511,58129902,66475,1,1,2017
"NUMBER ONE CHINA BUFFET",,"105 E REYNOLDS RD",LEXINGTON,KY,405171249,8592715769,"EATING PLACE",37.991589,-84.521704,722511,58120103,248164,7,7,2003
"O'BROTHER SMOKEHOUSE LLC",,"344 SHERMAN AVE",LEXINGTON,KY,405021558,,"EATING PLACE",38.034053,-84.469703,722511,58120801,74431,3,3,2019
"O'CHARLEY'S LLC",,"2099 HARRODSBURG RD",LEXINGTON,KY,405043503,8592786984,"EATING PLACE",38.025883,-84.537937,722511,58120501,0,0,1,
"O'CHARLEY'S LLC",O'CHARLEY'S,"2895 RICHMOND RD",LEXINGTON,KY,405091506,8592668640,"EATING PLACE DRINKING PLACE",38.007001,-84.450822,722511,58120501,0,0,1,
"OAKEN BBQ LLC",,"701 THE GRANGE LN",LEXINGTON,KY,405119577,,"EATING PLACE",38.0821,-84.42081,722511,58120801,277925,1,1,2024
"OASIS LEX LLC","OASIS MEDITERRANEAN RESTAURANT","837 CHEVY CHASE PL",LEXINGTON,KY,405022144,,"EATING PLACE",38.028648,-84.490576,722511,58120000,277925,1,1,2025
"OCEAN DECK LLC",,"1605 RALEIGH RD",LEXINGTON,KY,405052811,,"EATING PLACE",38.05148,-84.442999,722511,58120700,72579,3,3,2021
"OFELIAS TAMALES LLC",,"115 LAURIE LN",GEORGETOWN,KY,403249388,,"EATING PLACE",38.160321,-84.544603,722511,58120112,63220,1,1,2022
"OFF THE HOOK, INC.","ADVOCACY GROUP LEXINGTON","175 E MAIN ST",LEXINGTON,KY,405071308,,"EATING PLACE",38.045383,-84.495388,722511,58120700,280272,12,12,2008
"OG WINGS LLC",,"505 BROOK FARM CT",LEXINGTON,KY,405172038,8593083603,"EATING PLACE",37.983034,-84.502157,722511,58120502,279179,1,1,2024
"OLD SAN JUAN CUBAN AND LATIN CUISINE LLC",,"247 SURFSIDE DR",LEXINGTON,KY,405033104,8592782682,"EATING PLACE",38.001481,-84.516851,722511,58120000,63220,1,1,2023
"OLIVIAS RESTAURANT",,"1414 BRYAN AVE",LEXINGTON,KY,405053376,,"EATING PLACE",38.058696,-84.468742,722511,58120000,109825,6,6,2006
"OMAR'S TASTE OF CHICAGO LLC",,"3293 CRATER LAKE CT",LEXINGTON,KY,405173812,,"EATING PLACE",37.984942,-84.463862,722511,58120000,197916,4,4,2011
"OMUNIQUE'S CUISINE & TREATS LLC",,"165 E REYNOLDS RD UNIT 202",LEXINGTON,KY,405171249,,"EATING PLACE",37.990874,-84.520318,722511,58120000,64643,1,1,2022
"ONE H IN LEXINGTON, INC.","SKYLINE CHILI","2850 RICHMOND RD",LEXINGTON,KY,405091505,8593093929,"EATING PLACE",38.007152,-84.453218,722511,58120501,0,0,2,
"ONE IN EVERY CROWD, LLC","EDDIE MONTGOMERY STEAKHOUSE","4196 WATERTRACE DR",LEXINGTON,KY,405156048,,"EATING PLACE",37.965673,-84.510929,722511,58120802,244920,1,1,2008
"OO FAMILY SUSHI INC.",,"3205 SCOTTISH TRCE",LEXINGTON,KY,405098545,,"EATING PLACE",38.02229,-84.400219,722511,58120114,72785,4,4,2021
"OSAKA RESTAURANT LLC",,"3805 DYLAN PL STE 120",LEXINGTON,KY,405141097,8592962625,"EATING PLACE",37.981183,-84.551288,722511,58120109,206946,4,4,2008
"OSHIMI SUSHI",,"1093 S BROADWAY STE 1150",LEXINGTON,KY,405042677,8593093305,"EATING PLACE",38.037257,-84.518054,722511,58120114,75958,1,1,2017
"OUTBACK STEAKHOUSE INC","OUTBACK STEAKHOUSE","1801 ROYSTER RD",LEXINGTON,KY,405169705,8592736290,"STEAK RESTAURANT",38.066634,-84.397532,722511,58120802,89532,3,3,2019
"OUTBACK STEAKHOUSE OF FLORIDA, LLC","OUTBACK STEAKHOUSE","4001 NICHOLASVILLE RD",LEXINGTON,KY,405034487,8592726283,"STEAK RESTAURANT",37.981942,-84.528588,722511,58120802,0,0,111,
"OUTBACK STEAKHOUSE OF FLORIDA, LLC","OUTBACK STEAKHOUSE","1957 BRYANT RD",LEXINGTON,KY,405099448,8592633770,"STEAK RESTAURANT",38.019991,-84.412504,722511,58120802,0,0,114,
OVIDS,,"401 HILLTOP AVE",LEXINGTON,KY,405262013,8592579482,"EATING PLACE",38.032686,-84.502005,722511,58120101,94457,4,4,2017
"P.F. CHANG'S CHINA BISTRO, INC.",,"3405 NICHOLASVILLE RD",LEXINGTON,KY,405033605,8592711165,"EATING PLACE",37.98898,-84.526903,722511,58120103,0,0,150,
"PAINTED TACO",,"222 ROSEMONT GDN",LEXINGTON,KY,405031845,8592856965,"EATING PLACE",38.019223,-84.522137,722511,58120112,101939,1,1,2019
"PALATE RESTAURANT GROUP, LLC",,"4808 MANDARIN PL",LEXINGTON,KY,405141436,,"EATING PLACE",37.984469,-84.584969,722511,58120000,65511,5,5,2016
"PANAMA CITY BEACH BBQ INC","DICKEY'S BARBECUE PIT","4433 WALNUT CREEK DR",LEXINGTON,KY,405094515,,"EATING PLACE",37.982858,-84.417928,722511,58120801,106767,6,6,2019
"PANDA EXPRESS, INC.","PANDA EXPRESS 3073","506 W NEW CIRCLE RD",LEXINGTON,KY,405111833,8597212866,"EATING PLACE",38.071808,-84.480753,722511,58120103,0,0,8,
"PANDA EXPRESS, INC.","PANDA EXPRESS 2721","160 AVENUE OF CHAMPIONS",LEXINGTON,KY,405060001,8592186726,"EATING PLACE",38.040079,-84.502724,722511,58120103,0,0,6,
"PANDA EXPRESS, INC.","PANDA EXPRESS","2433 NICHOLASVILLE RD",LEXINGTON,KY,405033158,8593896761,"EATING PLACE",38.002354,-84.520226,722511,58120103,0,0,9,
"PANDA EXPRESS, INC.",,"2399 RICHMOND RD",LEXINGTON,KY,405021307,8592680009,"EATING PLACE",38.015153,-84.4605,722511,58120103,0,0,8,
"PANDA RESTAURANT INC",,"2358 NICHOLASVILLE RD STE 115",LEXINGTON,KY,405033037,8592999798,"EATING PLACE",38.004216,-84.517777,722511,58120103,125969,4,4,2008
"PANE E VINO, INC.",,"247 E TIVERTON WAY",LEXINGTON,KY,405171525,,"EATING PLACE",37.977535,-84.519069,722511,58120108,150009,6,6,2010
"PANERA BREAD COMPANY","PANERA BREAD","120 E MAIN ST STE 110",LEXINGTON,KY,405071781,8594697350,"EATING PLACE",38.045646,-84.497074,722511,58129902,0,0,11,
"PANERA BREAD COMPANY","PANERA BREAD 1176","3705 PALOMAR CENTRE DR",LEXINGTON,KY,405131145,8592230648,"EATING PLACE",38.004549,-84.569889,722511,58129902,0,0,14,
"PANERA BREAD COMPANY","PANERA BREAD 1018","2380 NORMAN LN STE 110",LEXINGTON,KY,405033011,8592761262,"EATING PLACE RETAIL BAKERY",38.004584,-84.51945,722511,58129902,0,0,16,
"PANERA BREAD COMPANY","PANERA BREAD","2887 RICHMOND RD STE 110",LEXINGTON,KY,405091522,8593359992,"EATING PLACE",38.00787,-84.45213,722511,58129902,0,0,18,
"PAPA DIAMOND'S MUSTACHE",,"329 ROMANY RD",LEXINGTON,KY,405022403,8592694422,"BARBER SHOP",38.019574,-84.485783,812111,72410000,92037,4,4,1973
"PAPI'S PALOMAR, LLC",,"3901 HARRODSBURG RD",LEXINGTON,KY,405131362,8595232806,"EATING PLACE",38.00264,-84.57504,722511,58120112,259769,1,1,2020
"PAPIS MEXICAN RESTAURANT",,"818 EUCLID AVE",LEXINGTON,KY,405021742,,"EATING PLACE",38.029788,-84.491,722511,58120112,247218,7,7,2018
"PARAGON SPORTS LLC",,"524 CLINTON RD",LEXINGTON,KY,405022408,8596080885,"EATING PLACE",38.017344,-84.479383,722511,58120000,193676,9,9,2015
"PARTEE'S KITCHEN LLC",,"423 NEWBURY WAY",LEXINGTON,KY,405141749,,"EATING PLACE",37.97556,-84.539019,722511,58120000,259779,1,1,2024
"PARTEEK INCORPORATED","MEHAK INDIAN CUISINE","395 S LIMESTONE STE 110",LEXINGTON,KY,405081866,,"EATING PLACE",38.041749,-84.503891,722511,58120107,87243,1,1,2022
"PATCHEN VILLAGE SHOPPING CENTER",,"154 PATCHEN DR STE 68",LEXINGTON,KY,405174418,8592680055,"EATING PLACE",38.008822,-84.455491,722511,58120107,96380,3,3,2008
"PD KENNESAW LLC",,"2285 EXECUTIVE DR STE 340",LEXINGTON,KY,405054881,,"EATING PLACE",38.042838,-84.428967,722511,58120000,65812,4,4,2022
"PEKING BISTRO",,"3181 BEAUMONT CENTRE CIR STE 104",LEXINGTON,KY,405131836,8592238788,"EATING PLACE",38.021902,-84.559841,722511,58120103,82407,1,1,2003
"PENN BROTHERS ENTERPRISES INC","COLUMBIA STEAK HOUSE","201 N LIMESTONE STE 7",LEXINGTON,KY,405071014,8592533135,"EATING PLACE DRINKING PLACE MGMT CONSULTING SVCS",38.048366,-84.494405,722511,58120802,263875,2,1,1956
"PENN BROTHERS ENTERPRISES INC",,"101 W SECOND ST",LEXINGTON,KY,405071137,,"EATING PLACE",38.048441,-84.494509,722511,58120802,0,0,1,
PEPE'S,,"3165 BEAUMONT CENTRE CIR STE 180",LEXINGTON,KY,405131965,8592530690,"EATING PLACE",38.022559,-84.557646,722511,58120112,0,0,2,
"PEPES MEXICAN RICHMOND",,"3280 EAGLE VIEW LN",LEXINGTON,KY,405091851,8592632225,"EATING PLACE",38.000391,-84.444217,722511,58120112,77428,2,2,2014
"PEPPERS MEXICAN",,"4000 TERMINAL DR SPC FB-4",LEXINGTON,KY,405108000,,"EATING PLACE",38.0554,-84.5918,722511,58120112,63802,1,1,2017
"PETE WOK",,"537 WALLER AVE",LEXINGTON,KY,405042700,8592557383,"EATING PLACE",38.033554,-84.522886,722511,58120103,250787,8,8,2013
"PETE'S WOK",,"266 HEDGEWOOD CT",LEXINGTON,KY,405091157,8597978112,"EATING PLACE",38.013574,-84.449013,722511,58120000,80277,2,2,2020
"PHO SAIGON LLC",,"1555 E NEW CIRCLE RD STE 162",LEXINGTON,KY,405091044,8592448989,"EATING PLACE",38.018798,-84.454837,722511,58120116,200012,6,6,2014
"PILOT GEORGETOWN RESTAURANT, LLC",,"1890 STAR SHOOT PKWY STE 1701",LEXINGTON,KY,405094566,5028686060,"EATING PLACE",38.02394,-84.423928,722511,58120000,659261,12,12,2013
"PLANET THAI INC",,"2417 NICHOLASVILLE RD STE 140",LEXINGTON,KY,405033178,8593738269,"EATING PLACE",38.002853,-84.520044,722511,58120115,245399,5,5,2002
"POKE LIFE LLC",,"3401 NICHOLASVILLE RD STE FC7",LEXINGTON,KY,405033633,,"EATING PLACE",37.990348,-84.528529,722511,58120000,105507,4,4,2019
"POLO'S RESTAURANT",,"245 LEXINGTON GREEN CIR",LEXINGTON,KY,405033318,8592714000,"EATING PLACE",37.99565,-84.52501,722511,58120101,134005,7,7,1994
"PORT RESTAURANTS LLC","PORTOFINO RESTAURANT","451 W SIXTH ST",LEXINGTON,KY,405081361,8592542829,"EATING PLACE",38.058403,-84.490773,722511,58120000,236989,6,6,2001
"PORTERHOUSE BBQ LLC",,"4135 WINNIPEG CT",LEXINGTON,KY,405155704,8598060952,"EATING PLACE",37.968489,-84.523411,722511,58120801,214648,7,7,2017
"POST TIME LEXINGTON, LLC","FRANK AND DINO'S","271 W SHORT ST STE 100",LEXINGTON,KY,405071232,8593034007,"EATING PLACE",38.048582,-84.497929,722511,58120108,374234,9,9,2019
"PURE APPETIT",,"2101 CLAYS MILL RD",LEXINGTON,KY,405031731,8593279273,"EATING PLACE",38.021585,-84.533824,722511,58120000,116171,4,4,2014
"QDOBA RESTAURANT CORPORATION","QDOBA MEXICAN GRILL","265 E EUCLID AVE",LEXINGTON,KY,405083025,8592816706,"EATING PLACE",38.038312,-84.500097,722511,58120112,0,0,7,
"QUE TACO LIMITED LIABILITY COMPANY",,"2905 TUSCALOOSA LN",LEXINGTON,KY,405155455,,"EATING PLACE",37.992085,-84.450481,722511,58120112,63287,1,1,2021
"R M P HOSPITALITY LLC","QUALITY INN","750 NEWTOWN CT",LEXINGTON,KY,405111252,8592330561,"HOTEL/MOTEL OPERATION EATING PLACE",38.076173,-84.493388,721110,70110000,231013,18,18,2002
"RABBIT BLACK LLC",,"721 ROSE HURST WAY",LEXINGTON,KY,405156316,,"EATING PLACE",37.959991,-84.510943,722511,58120500,114734,1,1,2019
"RAFFERTY LLC",,"861 GLENDOVER RD",LEXINGTON,KY,405022847,,"EATING PLACE",38.007738,-84.496288,722511,58120101,63220,1,1,2022
"RAFFERTY'S, INC",,"1865 ALYSHEBA WAY",LEXINGTON,KY,405092209,8592648900,"EATING PLACE",38.020461,-84.419566,722511,58120101,0,0,139,
"RAMEN YA",,"1030 S BROADWAY",LEXINGTON,KY,405042681,,"EATING PLACE",38.036969,-84.516212,722511,58120109,113089,1,1,2016
"RAMEN YA OF LEXINGTON, LLC",,"3101 CLAYS MILL RD",LEXINGTON,KY,405032772,,"EATING PLACE",38.00276,-84.545927,722511,58120109,116890,1,1,2016
"RAMONA'S COCINA, LLC",,"304 S LIMESTONE",LEXINGTON,KY,405083008,,"EATING PLACE",38.043099,-84.501382,722511,58120112,126896,6,6,2019
"RAMSEY ENTERPRISES, INC.",,"3090 HELMSDALE PL STE 300",LEXINGTON,KY,405092217,8592649396,"EATING PLACE",38.011025,-84.421707,722511,58129907,0,0,18,
"RAMSEY ENTERPRISES, INC.","RAMSEY'S DINER","4053 TATES CREEK CENTRE DR STE 35",LEXINGTON,KY,405173056,8592712638,DINER,37.97372,-84.49954,722511,58129907,0,0,18,
"RAMSEY ENTERPRISES, INC.","RAMSEYS DINER","151 W ZANDALE DR",LEXINGTON,KY,405032465,8592310731,DINER,38.009467,-84.518686,722511,58129907,2463094,57,21,1989
"RAMSEY S RESTAURANT",,"151 W ZANDALE DR",LEXINGTON,KY,405032465,8592592708,"EATING PLACE",38.009467,-84.518686,722511,58129907,144059,10,10,2010
"RAMSEYS COMMISSARY INC.",,"936 WINCHESTER RD",LEXINGTON,KY,405053948,8592527926,"EATING PLACE",38.041617,-84.468679,722511,58120500,350451,11,11,2010
"RANADA'S BISTRO + BAR",,"400 OLD VINE ST STE 108",LEXINGTON,KY,405071900,8593971437,"EATING PLACE",38.040079,-84.492424,722511,58120101,243786,6,6,2018
"RAPIDO TACO SERVICE, LLC",,"1214 S BROADWAY",LEXINGTON,KY,405042702,8594922581,"EATING PLACE",38.035808,-84.519539,722511,58120112,231214,1,1,2020
"RARE HOSPITALITY INTERNATIONAL, INC.","LONGHORN STEAKHOUSE","2217 HARRODSBURG RD",LEXINGTON,KY,405043505,8593135420,"EATING PLACE",38.024243,-84.540481,722511,58120802,0,0,70,
"RAY SMAC-KIN CAFEE LLC",,"2085 FONTAINE RD APT 4",LEXINGTON,KY,405022030,,"EATING PLACE",38.017574,-84.468827,722511,58129902,63220,1,1,2023
"RED BANG BANG",,"103 W MAXWELL ST",LEXINGTON,KY,405082503,8592252264,"EATING PLACE",38.043582,-84.501364,722511,58120114,108741,5,5,2013
"RED HOT REVOLUTION, INC.",,"135 OLD CASSIDY AVE",LEXINGTON,KY,405022383,8592685209,"EATING PLACE",38.026055,-84.489266,722511,58120000,56862,1,1,2006
"RED LOBSTER HOSPITALITY LLC","RED LOBSTER","1848 ALYSHEBA WAY",LEXINGTON,KY,405092208,8592630307,"SEAFOOD RESTAURANTS",38.019025,-84.418547,722511,58120700,0,0,96,
"RED LOBSTER HOSPITALITY LLC","RED LOBSTER","2550 NICHOLASVILLE RD",LEXINGTON,KY,405033306,8592761422,"SEAFOOD RESTAURANTS",37.998463,-84.519851,722511,58120700,0,0,117,
"RED PHOENIX, LLC","RED STATE BBQ","4020 GEORGETOWN RD",LEXINGTON,KY,405119065,8592337898,"EATING PLACE",38.136978,-84.532491,722511,58120801,2385977,65,24,2013
"RED PHOENIX, LLC",,"500 LAKETOWER DR UNIT 85",LEXINGTON,KY,405022677,8592337898,"EATING PLACE",38.009202,-84.467648,722511,58120801,0,0,65,
"REDD'S KITCHEN LLC",,"1440 HIGHLAWN AVE",LEXINGTON,KY,405053269,,"EATING PLACE",38.061389,-84.468839,722511,58120000,81708,1,1,2021
"RESTAURANT CASA BLANCA LLC",,"5496 PARIS PIKE",LEXINGTON,KY,405119413,,"EATING PLACE",38.133529,-84.368415,722511,58120103,95687,6,6,2017
"RESTAURANT GUYS, LLC",,"4088 BOONE CREEK RD",LEXINGTON,KY,405099711,,"EATING PLACE",37.995212,-84.397762,722511,58120000,277925,1,1,2025
"RESTAURANT SAKURA 12 JAPAN",,"1015 WINCHESTER RD",LEXINGTON,KY,405053934,8592520004,"EATING PLACE",38.042351,-84.466878,722511,58120109,86542,6,6,2020
"RESTAURANTE LA BENDISION PUPUSERIA LLC",,"2396 WOODHILL DR",LEXINGTON,KY,405091024,,"EATING PLACE",38.016843,-84.453929,722511,58120112,259779,1,1,2024
"RINCON MEXICANO INC",,"3901 HARRODSBURG RD STE 180",LEXINGTON,KY,405131362,8592190181,"EATING PLACE",38.001459,-84.575151,722511,58120112,0,0,30,
"RINCON MEXICANO INC",,"818 EUCLID AVE",LEXINGTON,KY,405021742,8592688160,"EATING PLACE",38.029788,-84.491,722511,58120112,186352,40,10,1992
"RIVER ROAD RESTAURANTS, LLC",IHOP,"2380 NORMAN LN STE 110",LEXINGTON,KY,405033011,8592777029,"RESTAURANT-FAM CHAIN",38.004584,-84.51945,722511,58120501,0,0,7,
"RMH FRANCHISE HOLDINGS, INC.",APPLEBEE'S,"1761 SHARKEY WAY",LEXINGTON,KY,405112028,8592260697,"RESTAURANT-FAM CHAIN",38.068059,-84.530034,722511,58120501,0,0,1,
"ROLLIN' SMOKE BARBECUE LLC",,"1795 ALYSHEBA WAY STE 7203",LEXINGTON,KY,405092280,,"EATING PLACE",38.017554,-84.423483,722511,58120801,262712,1,1,2024
"ROOSTERS, LLC",,"124 MARKETPLACE DR",LEXINGTON,KY,405034414,8592719464,"EATING PLACE",37.977752,-84.532672,722511,58120500,433682,70,70,2011
"ROSEBUD, INC.","LA PETITE ROSE","121 N MILL ST",LEXINGTON,KY,405071209,8592541907,"EATING PLACE DRINKING PLACE",38.048617,-84.498576,722511,58129902,219819,1,1,1991
ROSSIS,,"345 ROMANY RD",LEXINGTON,KY,405022403,8593358788,"EATING PLACE",38.019338,-84.485825,722511,58120101,143074,4,4,2000
"RUNOOSH CAFE",,"547 S LIMESTONE",LEXINGTON,KY,405084006,8594891614,"EATING PLACE",38.038233,-84.507322,722511,58129902,105674,1,1,2019
"RUSTY ROOSTER",,"1957 BLAIRMORE RD",LEXINGTON,KY,405022432,8592693907,"EATING PLACE",38.017312,-84.472917,722511,58120000,80111,3,3,2018
"S CHATHAM",,"496 E HIGH ST",LEXINGTON,KY,405071930,8592296989,"EATING PLACE",38.036823,-84.493,722511,58120000,64688,7,7,2014
"S&T RESTAURANT GROUP, LLC",,"2200 TRACERY OAKS DR APT 7104",LEXINGTON,KY,405148301,,"EATING PLACE",37.993874,-84.583999,722511,58120000,70766,4,4,2019
"SABOR LATINO PUPUSAS, LLC","EL TROMPO","2056 CORIANDER LN",LEXINGTON,KY,405054857,8592460066,"EATING PLACE",38.048308,-84.428302,722511,58120112,229445,1,1,2013
